generation,N_shifts,logPrior,logLik,eventRate,acceptRate
5240000,17,57.6286,-5734.24,15.5086,0.275
5250000,20,66.2233,-5728.9,24.3238,0.2939
5260000,16,50.3624,-5742.61,19.5342,0.2808
5270000,14,46.2959,-5742.37,10.7979,0.2554
5280000,13,26.8447,-5740.62,20.4167,0.244779
5290000,14,31.7215,-5736.63,23.1032,0.24825
5300000,19,60.8016,-5723.17,18.8302,0.2417
5310000,18,56.1026,-5714.59,22.9185,0.2594
5320000,21,72.5277,-5723.44,23.9598,0.2639
5330000,16,43.9908,-5730.57,19.3582,0.267
5340000,18,48.7214,-5716.75,12.7574,0.2608
5350000,18,54.6158,-5722.83,17.6567,0.266
5360000,16,37.6729,-5727.91,15.75,0.266
5370000,17,34.3262,-5727.27,23.3408,0.2415
5380000,18,45.9359,-5715,11.3665,0.2311
5390000,17,35.7076,-5717.48,12.8588,0.2624
5400000,22,73.9919,-5719.21,15.8134,0.2603
5410000,23,88.3891,-5712.98,20.9096,0.2864
5420000,17,46.2174,-5730.45,24.5768,0.2798
5430000,21,57.7929,-5718.31,26.23,0.2598
5440000,18,42.132,-5735.61,15.4716,0.25
5450000,17,45.5186,-5724.17,23.91,0.2427
5460000,15,35.8779,-5726.53,22.5312,0.2434
5470000,15,35.527,-5723.98,14.8355,0.2426
5480000,16,44.3324,-5731.49,12.8326,0.25
5490000,18,44.6754,-5730.47,13.1138,0.2526
5500000,19,48.4375,-5738.39,15.098,0.2432
5510000,16,35.8922,-5731.23,11.7285,0.2457
5520000,20,47.9756,-5726.21,18.1674,0.2446
5530000,16,39.0302,-5728.05,13.8521,0.2379
5540000,19,56.0843,-5723.8,18.5106,0.2517
5550000,17,45.868,-5722.72,13.9352,0.2459
5560000,18,55.1711,-5726.98,17.5176,0.2397
5570000,19,59.0724,-5727.82,14.8565,0.2702
5580000,21,65.6515,-5724.07,17.0355,0.2555
5590000,17,43.744,-5719.98,22.0917,0.2552
5600000,13,31.7882,-5742.99,12.8863,0.231994
5610000,12,27.2066,-5741.28,16.1773,0.2181
5620000,13,34.8924,-5734.64,8.82748,0.236739
5630000,14,40.4926,-5735.56,20.3313,0.2508
5640000,13,35.5818,-5738.45,12.5402,0.2551
5650000,15,49.1845,-5744.87,11.1828,0.246525
5660000,18,68.9872,-5734.47,16.1646,0.2669
5670000,14,42.2843,-5744.93,10.6252,0.2642
5680000,16,58.152,-5735.32,17.7177,0.2638
5690000,15,53.8783,-5739.84,10.8048,0.2756
5700000,11,28.6581,-5746.26,18.7806,0.2561
5710000,15,34.727,-5736.79,16.7272,0.238492
5720000,14,30.6053,-5733.46,14.3882,0.2475
5730000,14,32.2701,-5731.62,10.0833,0.2304
5740000,17,45.5068,-5725.88,13.7558,0.246
5750000,18,51.3376,-5725.77,19.2067,0.2287
5760000,15,27.9772,-5732.76,19.7966,0.245
5770000,18,51.6071,-5725.4,9.60131,0.2517
5780000,16,56.0522,-5744.67,10.4413,0.2493
5790000,15,42.0371,-5742.89,13.6859,0.2339
5800000,19,57.5733,-5718,22.8848,0.239533
5810000,17,48.783,-5732.53,13.2079,0.2562
5820000,15,36.2258,-5728.89,11.273,0.247
5830000,19,57.9131,-5722.05,12.1329,0.2443
5840000,16,47.4522,-5721.11,15.2377,0.2483
5850000,14,37.9222,-5730.91,14.8641,0.2482
5860000,16,46.5149,-5731.2,19.9949,0.2493
5870000,15,36.6905,-5740.05,21.7342,0.2367
5880000,17,41.0348,-5733.91,20.0354,0.2495
5890000,16,43.3762,-5738.67,23.8165,0.2642
5900000,16,45.713,-5734.18,13.8994,0.2633
5910000,15,43.8919,-5735,13.9961,0.2601
5920000,14,43.0559,-5729.69,21.6332,0.248645
5930000,18,63.7275,-5726.09,22.22,0.2614
5940000,16,49.1358,-5749.78,14.4406,0.2693
5950000,15,49.5834,-5737.9,10.4496,0.2686
5960000,16,46.7739,-5732.78,17.592,0.2885
5970000,14,37.625,-5727.35,10.118,0.2558
5980000,13,35.5857,-5741.82,14.8636,0.244995
5990000,14,41.4343,-5739.54,21.2582,0.2428
6000000,18,69.626,-5733.51,17.9844,0.265033
6010000,13,44.0776,-5737.71,8.49197,0.275
6020000,19,76.9208,-5739.64,20.4626,0.2887
6030000,14,45.0325,-5736.88,8.83329,0.252775
6040000,16,55.8459,-5739.57,10.8142,0.2678
6050000,13,45.1369,-5754.36,15.2017,0.267333
6060000,12,39.3353,-5753.8,11.8246,0.25655
6070000,13,39.7327,-5749.18,14.4758,0.259
6080000,14,41.815,-5736.28,12.3942,0.245
6090000,12,31.2048,-5739.61,15.255,0.2442
6100000,13,39.9697,-5737.17,7.94112,0.249
6110000,15,49.6195,-5734.16,12.5008,0.2422
6120000,13,28.6275,-5738.57,16.4073,0.2342
6130000,14,41.2198,-5744.14,13.9578,0.2459
6140000,14,37.7089,-5728.26,14.4897,0.2447
6150000,14,42.6385,-5734.74,16.9931,0.2483
6160000,15,45.9693,-5740.46,16.8742,0.2752
6170000,13,31.6746,-5739.24,20.9679,0.2449
6180000,13,32.0267,-5731.79,6.56794,0.2324
6190000,13,36.4937,-5733.64,8.12188,0.2426
6200000,14,42.1323,-5729.16,12.4146,0.240944
6210000,12,26.3396,-5727.85,6.75604,0.2416
6220000,13,38.6652,-5738.52,12.8879,0.2391
6230000,16,42.1172,-5727.47,14.0728,0.231325
6240000,15,43.1115,-5739.41,14.7091,0.24835
6250000,14,38.5215,-5727.67,9.54725,0.2557
6260000,16,47.9071,-5725.34,10.1426,0.2515
6270000,15,35.1257,-5724.69,14.5088,0.2489
6280000,20,62.4349,-5722.06,13.8127,0.268
6290000,20,67.2499,-5720.77,23.4472,0.2884
6300000,15,43.4955,-5732.42,10.089,0.2733
6310000,14,33.9298,-5723.76,9.74487,0.2669
6320000,17,46.1992,-5726.01,15.2367,0.2536
6330000,15,36.8817,-5735.35,11.6993,0.2743
6340000,16,54.5629,-5734.71,14.203,0.267
6350000,13,38.172,-5738.69,12.1245,0.2665
6360000,11,34.8397,-5758.45,9.23883,0.235738
6370000,13,43.0279,-5761.52,12.1524,0.237721
6380000,12,29.3579,-5750.15,9.64424,0.2588
6390000,15,39.3555,-5740.59,11.1986,0.2441
6400000,14,37.95,-5742.52,11.4852,0.237537
6410000,16,56.1372,-5738.58,18.0811,0.2678
6420000,14,40.4852,-5739.8,9.09086,0.24
6430000,13,42.0992,-5747.7,11.1433,0.2382
6440000,15,48.9167,-5737.7,14.2113,0.2607
6450000,15,47.8244,-5735.57,21.469,0.2511
6460000,13,27.8516,-5748.12,14.2152,0.2527
6470000,16,41.8253,-5733.36,20.5092,0.2392
6480000,13,26.3088,-5738.13,10.0861,0.2431
6490000,15,40.1662,-5723.87,16.1061,0.2306
6500000,17,42.6959,-5724.92,18.3742,0.2515
6510000,13,33.031,-5745.98,13.0656,0.24725
6520000,13,28.3192,-5749.13,11.1543,0.2359
6530000,12,22.4755,-5744.16,12.7985,0.2435
6540000,16,40.48,-5734.01,16.0614,0.2462
6550000,19,54.1928,-5720.18,17.1571,0.2457
6560000,18,54.3598,-5731.01,11.5042,0.2593
6570000,15,37.5549,-5728.41,10.2436,0.236
6580000,15,37.3541,-5726.8,10.0881,0.2573
6590000,18,60.786,-5727.88,16.8484,0.2452
6600000,17,47.7996,-5737.87,10.5343,0.2748
6610000,15,46.6908,-5735.19,12.3421,0.2792
6620000,16,49.266,-5723.71,18.9951,0.2501
6630000,15,43.1251,-5727.44,9.23342,0.2601
6640000,16,41.8525,-5723.81,16.4277,0.2697
6650000,14,31.321,-5735.76,9.40018,0.2431
6660000,20,77.7384,-5733.66,19.854,0.27
6670000,16,49.306,-5733.3,9.76024,0.2769
6680000,14,39.8012,-5728.64,15.8731,0.2491
6690000,16,55.2378,-5730.91,12.4234,0.2619
6700000,16,54.2601,-5727.56,14.1081,0.2575
6710000,15,44.3292,-5730.74,21.2295,0.281
6720000,15,36.5658,-5730.42,15.4178,0.2615
6730000,14,34.659,-5731.25,13.7,0.246
6740000,14,31.4887,-5727.42,18.4948,0.2365
6750000,13,27.061,-5740.21,15.4401,0.2463
6760000,16,44.3167,-5738.23,16.3182,0.2383
6770000,16,40.7954,-5728.91,27.9922,0.2477
6780000,15,35.7417,-5735.72,19.3637,0.2623
6790000,17,55.5081,-5726.3,15.4304,0.2576
6800000,20,66.8365,-5726.01,16.6054,0.2495
6810000,16,50.2064,-5726.63,13.7553,0.2602
6820000,15,44.141,-5739.47,15.4585,0.2512
6830000,13,45.493,-5751.17,8.52353,0.232156
6840000,12,32.5371,-5743.3,8.16181,0.232835
6850000,11,22.6318,-5742.31,8.12404,0.2412
6860000,14,36.9123,-5745.84,15.2159,0.2408
6870000,17,62.0956,-5742.04,15.1263,0.2452
6880000,15,42.8137,-5742.14,16.4799,0.2565
6890000,14,44.085,-5745.42,10.7883,0.2549
6900000,11,23.8084,-5743,10.8095,0.2639
6910000,16,55.6147,-5731.87,16.2471,0.2522
6920000,12,36.9441,-5737.78,16.1608,0.2617
6930000,15,51.591,-5734.89,21.2265,0.2612
6940000,12,38.3439,-5734.12,10.2064,0.2779
6950000,15,52.9435,-5742.49,15.3717,0.258
6960000,14,39.4049,-5738.77,15.6937,0.241
6970000,15,49.8913,-5744.32,15.4191,0.2515
6980000,13,34.8255,-5733.78,14.0082,0.2508
6990000,15,42.9068,-5746.23,11.5759,0.2366
7000000,16,42.6565,-5737.95,9.8656,0.2689
7010000,16,45.9859,-5735.75,14.2441,0.2558
7020000,16,38.917,-5727.64,21.5487,0.2648
7030000,12,30.1741,-5742.29,7.6029,0.237347
7040000,13,36.6598,-5734.13,13.8881,0.239225
7050000,13,34.175,-5735.25,15.1865,0.2627
7060000,16,51.5095,-5728.19,9.15866,0.2655
7070000,16,55.6238,-5725.32,11.9139,0.2701
7080000,15,49.0264,-5719.63,19.3238,0.286
7090000,15,52.8529,-5727.96,16.5627,0.2683
7100000,15,48.4401,-5730.7,10.6188,0.2586
7110000,12,28.8614,-5727.14,20.8509,0.2803
7120000,15,40.9397,-5725.6,12.9091,0.264
7130000,15,52.3206,-5734.95,13.0731,0.255
7140000,15,47.092,-5735.84,12.1589,0.2589
7150000,18,66.9995,-5728.83,17.5997,0.2891
7160000,15,47.6568,-5723.43,16.2998,0.2555
7170000,15,48.9268,-5733.86,10.7903,0.2736
7180000,16,48.6744,-5732.11,17.7034,0.2753
7190000,16,59.328,-5726,15.3927,0.2896
7200000,19,64.2039,-5718.69,24.9753,0.2862
7210000,15,44.6246,-5724.84,11.2333,0.2623
7220000,14,39.5635,-5720.91,15.3642,0.2515
7230000,16,49.3941,-5716.3,13.6673,0.2627
7240000,17,59.5286,-5722.69,20.23,0.2778
7250000,20,68.2399,-5716.83,20.4934,0.3002
7260000,21,76.7589,-5725.82,25.0587,0.2547
7270000,19,66.0854,-5716.15,14.2206,0.2657
7280000,18,58.5935,-5723.81,14.4701,0.2763
7290000,17,62.4774,-5723.48,19.6053,0.2631
7300000,13,39.8786,-5736.1,6.57161,0.2735
7310000,15,56.23,-5735.27,15.9172,0.2599
7320000,17,67.1322,-5717.28,14.6062,0.268
7330000,18,71.1746,-5724.16,14.3897,0.2714
7340000,16,59.2169,-5726.17,19.4609,0.2936
7350000,17,71.79,-5731.61,17.7891,0.2718
7360000,14,44.3532,-5741.57,8.76324,0.2658
7370000,17,68.4065,-5725.09,22.5043,0.2688
7380000,20,68.9193,-5724.35,15.5162,0.2991
7390000,15,44.2957,-5726.79,16.9217,0.2845
7400000,14,38.0882,-5736.36,12.7275,0.2571
7410000,13,34.2723,-5730.74,13.0637,0.251
7420000,11,20.8367,-5732.45,11.426,0.2308
7430000,11,26.0799,-5749.25,12.5135,0.2417
7440000,16,57.5524,-5730.44,20.0483,0.2563
7450000,12,23.7406,-5731.01,16.4551,0.2446
7460000,12,12.0939,-5733.36,14.16,0.2491
7470000,14,39.6465,-5740.12,12.9293,0.2375
7480000,13,32.7281,-5737.32,15.8829,0.261
7490000,13,37.4251,-5733.25,12.6651,0.2707
7500000,14,32.3615,-5725.79,17.6927,0.2611
7510000,13,35.3081,-5726.44,8.57964,0.2339
7520000,13,39.9676,-5734.33,10.973,0.2267
7530000,13,35.9279,-5741.64,12.6028,0.2559
7540000,14,36.7699,-5735,11.8324,0.2587
7550000,12,30.3201,-5736.31,8.27704,0.2445
7560000,13,28.8572,-5737.57,16.1166,0.235082
7570000,12,32.2802,-5743.65,11.8913,0.2387
7580000,12,31.5758,-5748.67,12.9971,0.255
7590000,14,38.7773,-5744.6,20.2929,0.2648
7600000,14,47.9068,-5735.79,7.67892,0.26422
7610000,17,65.8767,-5738.17,24.4176,0.2841
7620000,15,53.6904,-5738.83,7.75864,0.2631
7630000,13,45.517,-5745.27,12.0152,0.2573
7640000,12,41.0205,-5743.2,14.6728,0.2652
7650000,15,56.2786,-5741.39,15.8212,0.273
7660000,20,70.2902,-5739.14,18.8055,0.2958
7670000,15,55.4187,-5735.24,11.5631,0.2917
7680000,12,35.9501,-5743.99,10.6815,0.2766
7690000,15,52.3212,-5735.76,22.251,0.2616
7700000,13,38.6777,-5731.09,8.3966,0.2444
7710000,14,43.3497,-5737.08,12.9331,0.2576
7720000,13,37.8369,-5724.73,8.9402,0.2633
7730000,15,52.4122,-5730.59,13.2511,0.2492
7740000,15,46.4247,-5734.84,14.7939,0.2748
7750000,12,31.7963,-5737.38,8.78992,0.241019
7760000,12,35.4997,-5743.57,6.80998,0.2347
7770000,13,33.3164,-5734.06,10.2563,0.247733
7780000,14,36.8504,-5732.77,15.9849,0.2364
7790000,12,32.7384,-5743.72,10.9418,0.2393
7800000,11,28.7554,-5753.93,7.39343,0.2493
7810000,13,37.4179,-5736.76,11.5265,0.2349
7820000,13,33.5966,-5736.44,10.2754,0.2607
7830000,15,49.1194,-5730.21,25.4647,0.2622
7840000,11,32.6893,-5744.16,9.38633,0.2667
7850000,13,41.9942,-5742.22,12.1304,0.2654
7860000,14,44.1494,-5735.28,12.3004,0.2561
7870000,14,48.0228,-5737.69,16.5465,0.2682
7880000,14,43.6841,-5737.16,19.0366,0.2768
7890000,13,37.7057,-5737.6,11.6952,0.2539
7900000,11,27.3825,-5745.56,15.2171,0.2569
7910000,10,25.8088,-5748.52,11.2953,0.2531
7920000,12,39.3762,-5746.54,8.97644,0.2615
7930000,12,39.5413,-5741.12,11.9916,0.2468
7940000,14,47.0998,-5737.26,8.72415,0.255
7950000,13,41.2322,-5734.18,8.05818,0.2694
7960000,14,44.9808,-5730.15,15.7066,0.261
7970000,16,50.1136,-5730.15,17.3562,0.2707
7980000,14,34.8887,-5742.02,22.1406,0.2712
7990000,17,64.1449,-5737.2,18.1484,0.294
8000000,16,46.3772,-5739.64,14.5936,0.2838
8010000,14,38.7056,-5730.87,11.3929,0.2868
8020000,15,49.6348,-5725.33,11.7475,0.2594
8030000,13,33.5435,-5745.82,12.778,0.2731
8040000,13,36.6447,-5726.9,12.6939,0.2559
8050000,14,40.6223,-5731.11,9.96103,0.2695
8060000,11,25.0556,-5736.29,12.1884,0.2459
8070000,13,40.2657,-5732.46,11.0796,0.2397
8080000,13,36.1578,-5728.25,11.4607,0.2449
8090000,14,47.3727,-5719.84,14.6945,0.2494
8100000,16,54.8259,-5741.94,12.366,0.2834
8110000,21,88.0904,-5726.57,15.0186,0.2912
8120000,15,50.8368,-5730.63,17.8761,0.2935
8130000,14,36.3372,-5730.09,18.1241,0.2632
8140000,15,43.9994,-5725.07,13.0107,0.2718
8150000,15,48.7834,-5724.4,14.4075,0.2554
8160000,19,62.4353,-5715.51,13.5891,0.2579
8170000,19,72.1744,-5722.1,20.9825,0.2853
8180000,19,72.1548,-5733.35,19.6762,0.295
8190000,14,43.0032,-5735.81,11.7264,0.2776
8200000,16,56.6448,-5724.1,16.4025,0.2731
8210000,15,45.5992,-5732.44,12.8024,0.2585
8220000,13,36.6406,-5733.75,10.0698,0.247
8230000,13,43.5191,-5735.39,9.7149,0.2361
8240000,14,48.6407,-5726.4,23.7622,0.2677
8250000,13,38.9939,-5734.03,9.1345,0.2806
8260000,13,42.3343,-5739,13.931,0.2597
8270000,14,41.6448,-5726.4,18.3371,0.2697
8280000,14,47.0423,-5731.31,11.8222,0.2489
8290000,14,47.2354,-5729.38,9.68447,0.2575
8300000,16,61.232,-5726.55,10.9316,0.2536
8310000,14,39.8138,-5726.35,14.8825,0.2781
8320000,11,22.9007,-5743.14,9.73282,0.228738
8330000,16,54.6883,-5726.83,20.1347,0.262
8340000,16,52.536,-5723.35,14.4357,0.3091
8350000,15,52.2704,-5737.41,14.5386,0.2876
8360000,13,47.5065,-5739.62,5.09383,0.2751
8370000,15,55.0187,-5733.83,12.9518,0.2776
8380000,15,47.4819,-5730.62,14.6385,0.2816
8390000,15,50.2053,-5724.71,12.5633,0.2471
8400000,15,49.1496,-5722.9,13.7056,0.2644
8410000,13,40.0017,-5729.09,12.5482,0.2558
8420000,15,55.601,-5736.59,24.1761,0.257
8430000,16,54.2853,-5727.73,12.3352,0.2772
8440000,15,50.1129,-5727.18,10.7462,0.2828
8450000,14,47.4873,-5730.66,19.4788,0.2553
8460000,14,45.0508,-5732.52,8.65093,0.2512
8470000,16,57.5338,-5727.05,17.7841,0.2513
8480000,12,37.1464,-5735.93,13.2127,0.2608
8490000,14,41.1596,-5730.19,15.3184,0.2463
8500000,15,42.4913,-5721.04,19.8707,0.2655
8510000,14,38.5531,-5727.63,10.9971,0.2497
8520000,15,45.5536,-5719.9,14.9458,0.2513
8530000,11,17.0913,-5727.64,10.4122,0.2565
8540000,11,21.7717,-5743.63,14.7571,0.2256
8550000,12,25.3173,-5727.74,10.6232,0.23
8560000,16,46.6977,-5728.8,15.1629,0.2592
8570000,11,14.5346,-5739.22,11.3144,0.233624
8580000,17,58.2568,-5724.79,13.8539,0.2584
8590000,15,42.5712,-5722.89,13.945,0.2556
8600000,13,33.0809,-5728.84,14.2408,0.238433
8610000,13,37.4597,-5728.89,11.36,0.24995
8620000,12,32.5172,-5729.65,13.0683,0.2613
8630000,13,38.0075,-5734.27,14.8739,0.2637
8640000,12,31.1755,-5732.15,16.1601,0.2588
8650000,13,35.4095,-5721.44,13.299,0.261
8660000,14,43.4345,-5728.97,13.8923,0.2843
8670000,12,27.3593,-5724.8,13.6363,0.2623
8680000,16,48.4742,-5732.38,16.7008,0.2556
8690000,16,52.9261,-5724.99,15.9871,0.2771
8700000,17,65.3648,-5725.35,17.7172,0.2764
8710000,17,54.7627,-5716.1,14.5464,0.2624
8720000,21,82.9099,-5723.62,15.2695,0.2759
8730000,20,78.9005,-5720.56,18.3356,0.2851
8740000,17,46.0079,-5726.33,17.8443,0.2849
8750000,16,44.5937,-5732.17,13.1063,0.2486
8760000,13,32.6447,-5742.32,9.63861,0.2469
8770000,12,28.5314,-5734.09,13.5962,0.2606
8780000,10,25.2918,-5763.04,5.04707,0.234638
8790000,15,45.6923,-5729.31,12.7087,0.23355
8800000,14,35.7278,-5719.95,15.7805,0.2553
8810000,13,34.3726,-5734.48,15.0816,0.2466
8820000,14,42.0874,-5729.8,11.1822,0.2331
8830000,13,35.6788,-5736.21,13.7437,0.258
8840000,13,28.3231,-5732.28,20.4944,0.2441
8850000,13,38.5883,-5732.68,11.3069,0.2587
8860000,12,27.6424,-5726.26,13.3026,0.2378
8870000,12,31.2744,-5729.45,5.13786,0.2379
8880000,13,35.2327,-5732.75,12.3826,0.256
8890000,15,47.7251,-5726.34,12.4694,0.2391
8900000,13,41.3884,-5741.1,12.8749,0.2437
8910000,13,38.8686,-5736.77,7.76073,0.254
8920000,15,39.9057,-5738.78,14.0787,0.261
8930000,12,28.8922,-5742.58,19.4215,0.2615
8940000,12,16.5179,-5728.16,9.01688,0.2292
8950000,14,36.7132,-5728.18,9.3948,0.229
8960000,13,39.352,-5734.63,7.46363,0.2488
8970000,10,12.1001,-5743.73,10.999,0.223743
8980000,10,23.0002,-5742.51,7.24828,0.24965
8990000,14,46.5472,-5737.85,11.9863,0.2704
9000000,13,40.6941,-5738.64,20.2285,0.2526
9010000,12,32.1072,-5738.77,11.0421,0.2693
9020000,12,30.4504,-5739.61,16.0517,0.2907
9030000,13,39.6988,-5750.18,12.3921,0.289
9040000,15,53.2126,-5732.49,17.269,0.2627
9050000,11,32.8209,-5759.18,11.7614,0.237463
9060000,10,30.0557,-5773.13,7.68308,0.2373
9070000,11,32.1892,-5756.92,10.374,0.2424
9080000,11,34.5398,-5761.08,10.959,0.2381
9090000,13,39.0722,-5750.31,19.2654,0.2551
9100000,13,45.3696,-5753.84,13.3415,0.2337
9110000,15,52.628,-5745.83,14.1628,0.2578
9120000,12,35.268,-5749.54,11.5601,0.259
9130000,11,26.8038,-5751.07,12.7877,0.244
9140000,12,25.991,-5725.87,15.5123,0.24411
9150000,15,43.0428,-5726.64,16.1085,0.2023
9160000,13,27.7441,-5727.6,14.0122,0.2098
9170000,14,37.9539,-5725.74,12.7405,0.2482
9180000,13,33.5215,-5724.59,10.0152,0.227
9190000,14,36.4958,-5726.23,15.9755,0.2207
9200000,15,43.6559,-5727.22,16.9372,0.2269
9210000,15,46.3564,-5730.93,10.5451,0.2206
9220000,15,33.2814,-5723.12,22.2575,0.2386
9230000,13,32.953,-5723.55,12.3544,0.2309
9240000,11,27.2142,-5735.61,8.02375,0.2335
9250000,13,43.9925,-5734.06,16.1579,0.218
9260000,14,45.3264,-5725.65,12.2413,0.234
9270000,17,53.9326,-5729.15,21.2006,0.2327
9280000,15,44.4021,-5721.28,16.6719,0.2532
9290000,14,40.7978,-5713.17,12.2616,0.2471
9300000,15,40.4121,-5717.53,17.3282,0.2411
9310000,14,36.7307,-5719.33,9.9711,0.2267
9320000,12,30.0106,-5727.21,10.0774,0.2171
9330000,13,31.1618,-5724.39,12.4306,0.2466
9340000,14,43.2189,-5729.84,11.8728,0.2588
9350000,14,39.4561,-5730.24,18.7102,0.2324
9360000,11,22.1783,-5736.6,13.1734,0.2517
9370000,14,34.9655,-5735.28,26.1439,0.2547
9380000,12,22.8235,-5732.9,16.3916,0.2424
9390000,10,15.502,-5748.21,7.33758,0.2204
9400000,12,30.24,-5767.16,8.45695,0.23613
9410000,10,8.92111,-5760.99,7.72741,0.2339
9420000,12,26.782,-5756.95,9.57502,0.2409
9430000,13,32.7099,-5756.53,13.4627,0.2546
9440000,10,20.3744,-5740.18,9.83098,0.23412
9450000,11,24.3901,-5739.72,11.1063,0.2333
9460000,15,45.2518,-5735.3,14.7122,0.245
9470000,10,15.0758,-5741.52,9.02243,0.2392
9480000,12,32.9843,-5734.34,14.0895,0.2599
9490000,12,31.3292,-5741.39,13.8327,0.2598
9500000,17,63.6064,-5726.66,13.1345,0.2877
9510000,16,61.398,-5729.2,16.3261,0.2515
9520000,13,38.6676,-5733.66,20.3108,0.2694
9530000,15,55.0082,-5726.6,17.086,0.2601
9540000,15,53.2154,-5730.11,13.1145,0.2841
9550000,12,34.5155,-5731.82,10.1479,0.2685
9560000,15,55.6112,-5732.87,12.1675,0.2622
9570000,15,49.8773,-5729.94,11.94,0.2752
9580000,17,59.8212,-5725.42,19.1327,0.2595
9590000,15,51.5421,-5736.84,13.7557,0.2976
9600000,15,54.3604,-5727.98,12.7851,0.2737
9610000,12,35.6647,-5737.98,12.5537,0.2599
9620000,13,41.8761,-5733.33,11.0985,0.272
9630000,12,36.5226,-5743.62,6.35516,0.2484
9640000,11,25.5605,-5739.03,11.5491,0.2571
9650000,17,55.8791,-5725.68,14.1933,0.273
9660000,12,30.3286,-5735.95,12.3268,0.2575
9670000,15,44.9215,-5732.72,18.0125,0.2596
9680000,12,24.4395,-5733.29,7.78203,0.2761
9690000,14,38.9638,-5738.12,14.6741,0.2571
9700000,11,24.4722,-5751.22,14.7831,0.2764
9710000,9,14.5607,-5753.77,13.234,0.239326
9720000,10,11.6102,-5744,16.3371,0.2367
9730000,9,7.87713,-5737.51,8.12694,0.2157
9740000,10,16.7628,-5739.98,13.3554,0.2099
9750000,10,16.095,-5743.8,12.2554,0.2487
9760000,11,21.4891,-5747.06,16.1628,0.2186
9770000,10,21.6034,-5742.33,11.4585,0.2251
9780000,17,53.7042,-5729.14,21.4017,0.2625
9790000,15,48.9014,-5730.51,18.4519,0.2829
9800000,13,33.1742,-5728.97,7.80973,0.2403
9810000,15,42.1723,-5720.05,16.1311,0.2407
9820000,14,35.874,-5736.88,11.9928,0.2504
9830000,12,22.36,-5722,10.0622,0.2414
9840000,11,14.6343,-5724.03,12.001,0.2503
9850000,13,35.3278,-5724.87,14.0037,0.241
9860000,13,31.7398,-5726.26,13.1582,0.2631
9870000,12,31.3516,-5727.38,9.64813,0.2615
9880000,11,24.3004,-5727.8,11.4732,0.2552
9890000,10,18.0625,-5738.94,12.7322,0.23
9900000,15,45.3662,-5732.28,10.6412,0.2573
9910000,14,41.0047,-5728.4,21.5776,0.2627
9920000,12,31.5566,-5747.38,7.7059,0.236274
9930000,13,47.1321,-5757.88,13.388,0.229
9940000,11,18.1224,-5729.24,5.46833,0.237267
9950000,11,34.6415,-5754.89,15.1678,0.24415
9960000,12,29.2672,-5740.48,11.0656,0.224971
9970000,12,33.597,-5742.94,10.0506,0.2205
9980000,10,23.0311,-5761.03,8.44361,0.2346
9990000,12,10.6129,-5724.01,9.98988,0.20326
10000000,11,28.0347,-5750.98,11.9135,0.23912
10010000,10,18.8397,-5747.47,10.1992,0.2364
10020000,12,32.092,-5751.58,16.1057,0.2363
10030000,9,9.42825,-5744.86,5.77137,0.23755
10040000,10,27.6295,-5756.36,12.8954,0.1963
10050000,11,21.5767,-5735.21,8.35238,0.241
10060000,10,18.7065,-5741.41,8.17412,0.2426
10070000,10,25.1549,-5758.69,9.32661,0.24362
10080000,13,34.8816,-5742.83,14.3199,0.2413
10090000,12,35.7981,-5743.9,13.5248,0.2599
10100000,12,29.6219,-5736.38,13.1289,0.2599
10110000,13,40.9427,-5743.3,15.1587,0.2545
10120000,13,41.4833,-5744.19,14.9148,0.2523
10130000,12,36.6708,-5737.93,6.99239,0.2438
10140000,14,44.5012,-5746.17,18.2943,0.2606
10150000,17,64.2148,-5727.02,16.2234,0.2897
10160000,16,60.4115,-5734.33,13.3269,0.271
10170000,13,42.684,-5742.61,13.4678,0.2633
10180000,18,63.805,-5737.98,13.1023,0.258
10190000,17,66.1145,-5726.17,15.0055,0.2796
10200000,17,53.1971,-5731.99,11.6836,0.2816
10210000,14,43.4296,-5737.88,7.98671,0.2541
10220000,16,57.0377,-5741.54,15.2307,0.2625
10230000,11,21.2577,-5740.66,12.0077,0.240747
10240000,11,20.1232,-5732.47,12.065,0.2489
10250000,12,33.4817,-5737.36,13.9541,0.2456
10260000,10,13.3122,-5732.02,3.64646,0.2308
10270000,11,23.8667,-5739.03,8.88564,0.244795
10280000,15,46.3221,-5733.41,19.0017,0.244267
10290000,15,54.3351,-5739.09,14.7571,0.2597
10300000,12,23.3879,-5732.76,9.86241,0.23885
10310000,12,27.8421,-5732.07,9.07569,0.259
10320000,12,26.5482,-5725.26,17.2918,0.2498
10330000,11,20.7513,-5734.35,13.5518,0.2562
10340000,12,33.2086,-5739.4,16.8606,0.2505
10350000,10,17.4963,-5747.97,8.65272,0.26405
10360000,12,30.9335,-5749.16,14.4032,0.2392
10370000,11,26.2944,-5752.71,6.56167,0.24388
10380000,12,30.7288,-5743.79,13.4639,0.26465
10390000,11,30.1125,-5745.71,8.3321,0.2674
10400000,14,44.5537,-5747.18,13.1108,0.2538
10410000,16,52.337,-5738.39,12.4546,0.2833
10420000,13,36.224,-5731.05,11.4383,0.2667
10430000,14,41.8102,-5730.95,15.2757,0.2462
10440000,17,56.8614,-5732.56,19.1237,0.2572
10450000,14,34.563,-5737.06,16.0346,0.268
10460000,14,32.1591,-5736.86,11.8989,0.2502
